route,date,daytype,rides,day,WD_WE_LW
4,06/21/2016,W,20287,Tuesday,WD
3,06/22/2016,W,15080,Wednesday,WD
4,06/22/2016,W,16964,Wednesday,WD
3,06/23/2016,W,16715,Thursday,WD
4,06/23/2016,W,18008,Thursday,WD
4,06/24/2016,W,18516,Friday,WD
3,06/24/2016,W,16958,Friday,WD
4,06/25/2016,A,14207,Saturday,WE
3,06/25/2016,A,13344,Saturday,WE
3,06/26/2016,U,8508,Sunday,WE
4,06/26/2016,U,10172,Sunday,WE
4,06/27/2016,W,19348,Monday,WD
3,06/27/2016,W,15548,Monday,WD
3,06/28/2016,W,15862,Tuesday,WD
4,06/28/2016,W,19669,Tuesday,WD
4,06/29/2016,W,19132,Wednesday,WD
3,06/29/2016,W,16103,Wednesday,WD
4,06/30/2016,W,17252,Thursday,WD
3,06/30/2016,W,14773,Thursday,WD
4,07/01/2016,W,19955,Friday,WD
3,07/01/2016,W,16497,Friday,WD
3,07/02/2016,A,13276,Saturday,LW
4,07/02/2016,A,14033,Saturday,LW
4,07/03/2016,U,11603,Sunday,LW
3,07/03/2016,U,9003,Sunday,LW
3,07/04/2016,U,9275,Monday,LW
4,07/04/2016,U,11136,Monday,LW
3,07/05/2016,W,16773,Tuesday,WD
4,07/05/2016,W,19487,Tuesday,WD
4,07/06/2016,W,18850,Wednesday,WD
3,07/06/2016,W,17570,Wednesday,WD
3,07/07/2016,W,17088,Thursday,WD
4,07/07/2016,W,18524,Thursday,WD
3,07/08/2016,W,17941,Friday,WD
4,07/08/2016,W,18934,Friday,WD
3,07/09/2016,A,13571,Saturday,WE
4,07/09/2016,A,13696,Saturday,WE
3,07/10/2016,U,11216,Sunday,WE
4,07/10/2016,U,11934,Sunday,WE
3,07/11/2016,W,17051,Monday,WD
4,07/11/2016,W,18882,Monday,WD
3,07/12/2016,W,17097,Tuesday,WD
4,07/12/2016,W,18609,Tuesday,WD
4,07/13/2016,W,18362,Wednesday,WD
3,07/13/2016,W,16507,Wednesday,WD
3,07/14/2016,W,17873,Thursday,WD
4,07/14/2016,W,19478,Thursday,WD
3,07/15/2016,W,18226,Friday,WD
4,07/15/2016,W,18592,Friday,WD
4,07/16/2016,A,13970,Saturday,WE
3,07/16/2016,A,13460,Saturday,WE
3,07/17/2016,U,7924,Sunday,WE
4,07/17/2016,U,9691,Sunday,WE
3,07/18/2016,W,17140,Monday,WD
4,07/18/2016,W,18484,Monday,WD
3,07/19/2016,W,17833,Tuesday,WD
4,07/19/2016,W,19010,Tuesday,WD
3,07/20/2016,W,16756,Wednesday,WD
4,07/20/2016,W,19185,Wednesday,WD
4,07/21/2016,W,17879,Thursday,WD
3,07/21/2016,W,16159,Thursday,WD
3,07/22/2016,W,16641,Friday,WD
4,07/22/2016,W,17799,Friday,WD
3,07/23/2016,A,11343,Saturday,WE
4,07/23/2016,A,11367,Saturday,WE
3,07/24/2016,U,7705,Sunday,WE
4,07/24/2016,U,9353,Sunday,WE
4,07/25/2016,W,18406,Monday,WD
3,07/25/2016,W,17219,Monday,WD
3,07/26/2016,W,16247,Tuesday,WD
4,07/26/2016,W,18236,Tuesday,WD
3,07/27/2016,W,15970,Wednesday,WD
4,07/27/2016,W,18118,Wednesday,WD
4,07/28/2016,W,16125,Thursday,WD
3,07/28/2016,W,14966,Thursday,WD
3,07/29/2016,W,15781,Friday,WD
4,07/29/2016,W,17320,Friday,WD
3,07/30/2016,A,11400,Saturday,WE
4,07/30/2016,A,12593,Saturday,WE
3,07/31/2016,U,8249,Sunday,WE
4,07/31/2016,U,10148,Sunday,WE
3,08/01/2016,W,17684,Monday,WD
4,08/01/2016,W,19417,Monday,WD
3,08/02/2016,W,18014,Tuesday,WD
4,08/02/2016,W,19613,Tuesday,WD
3,08/03/2016,W,18165,Wednesday,WD
4,08/03/2016,W,21767,Wednesday,WD
4,08/04/2016,W,19276,Thursday,WD
3,08/04/2016,W,17600,Thursday,WD
4,08/05/2016,W,19488,Friday,WD
3,08/05/2016,W,16741,Friday,WD
4,08/06/2016,A,13577,Saturday,WE
3,08/06/2016,A,12830,Saturday,WE
3,08/07/2016,U,8496,Sunday,WE
4,08/07/2016,U,10630,Sunday,WE
3,08/08/2016,W,16394,Monday,WD
4,08/08/2016,W,18916,Monday,WD
4,08/09/2016,W,19387,Tuesday,WD
3,08/09/2016,W,16993,Tuesday,WD
3,08/10/2016,W,17046,Wednesday,WD
4,08/10/2016,W,19361,Wednesday,WD
4,08/11/2016,W,18329,Thursday,WD
3,08/11/2016,W,16241,Thursday,WD
3,08/12/2016,W,15121,Friday,WD
4,08/12/2016,W,17100,Friday,WD
3,08/13/2016,A,11472,Saturday,WE
4,08/13/2016,A,14027,Saturday,WE
4,08/14/2016,U,10501,Sunday,WE
3,08/14/2016,U,8644,Sunday,WE
4,08/15/2016,W,17323,Monday,WD
3,08/15/2016,W,14903,Monday,WD
3,08/16/2016,W,16453,Tuesday,WD
4,08/16/2016,W,18158,Tuesday,WD
3,08/17/2016,W,15918,Wednesday,WD
4,08/17/2016,W,18370,Wednesday,WD
3,08/18/2016,W,15841,Thursday,WD
4,08/18/2016,W,17483,Thursday,WD
4,08/19/2016,W,17855,Friday,WD
3,08/19/2016,W,15779,Friday,WD
3,08/20/2016,A,11657,Saturday,WE
4,08/20/2016,A,12093,Saturday,WE
3,08/21/2016,U,9683,Sunday,WE
4,08/21/2016,U,10483,Sunday,WE
3,08/22/2016,W,15670,Monday,WD
4,08/22/2016,W,18239,Monday,WD
4,08/23/2016,W,18745,Tuesday,WD
3,08/23/2016,W,17129,Tuesday,WD
4,08/24/2016,W,17005,Wednesday,WD
3,08/24/2016,W,15854,Wednesday,WD
3,08/25/2016,W,16500,Thursday,WD
4,08/25/2016,W,17984,Thursday,WD
4,08/26/2016,W,18362,Friday,WD
3,08/26/2016,W,17811,Friday,WD
4,08/27/2016,A,13109,Saturday,WE
3,08/27/2016,A,12295,Saturday,WE
3,08/28/2016,U,8987,Sunday,WE
4,08/28/2016,U,10575,Sunday,WE
3,08/29/2016,W,16334,Monday,WD
4,08/29/2016,W,19177,Monday,WD
3,08/30/2016,W,15872,Tuesday,WD
4,08/30/2016,W,18579,Tuesday,WD
3,08/31/2016,W,17298,Wednesday,WD
4,08/31/2016,W,19622,Wednesday,WD
3,09/01/2016,W,18075,Thursday,WD
4,09/01/2016,W,21608,Thursday,WD
4,09/02/2016,W,21988,Friday,WD
3,09/02/2016,W,18961,Friday,WD
4,09/03/2016,A,15669,Saturday,LW
3,09/03/2016,A,13954,Saturday,LW
3,09/04/2016,U,10638,Sunday,LW
4,09/04/2016,U,12207,Sunday,LW
4,09/05/2016,U,11621,Monday,LW
3,09/05/2016,U,9232,Monday,LW
3,09/06/2016,W,20159,Tuesday,WD
4,09/06/2016,W,22950,Tuesday,WD
3,09/07/2016,W,19188,Wednesday,WD
4,09/07/2016,W,21472,Wednesday,WD
4,09/08/2016,W,21205,Thursday,WD
3,09/08/2016,W,19325,Thursday,WD
3,09/09/2016,W,18292,Friday,WD
4,09/09/2016,W,20753,Friday,WD
3,09/10/2016,A,12663,Saturday,WE
4,09/10/2016,A,13161,Saturday,WE
4,09/11/2016,U,11125,Sunday,WE
3,09/11/2016,U,9052,Sunday,WE
4,09/12/2016,W,21737,Monday,WD
3,09/12/2016,W,19666,Monday,WD
3,09/13/2016,W,20649,Tuesday,WD
4,09/13/2016,W,22537,Tuesday,WD
3,09/14/2016,W,20435,Wednesday,WD
4,09/14/2016,W,21692,Wednesday,WD
3,09/15/2016,W,20633,Thursday,WD
4,09/15/2016,W,22671,Thursday,WD
3,09/16/2016,W,20430,Friday,WD
4,09/16/2016,W,21910,Friday,WD
3,09/17/2016,A,12699,Saturday,WE
4,09/17/2016,A,13816,Saturday,WE
4,09/18/2016,U,10587,Sunday,WE
3,09/18/2016,U,9282,Sunday,WE
4,09/19/2016,W,22962,Monday,WD
3,09/19/2016,W,19612,Monday,WD
3,09/20/2016,W,19881,Tuesday,WD
4,09/20/2016,W,21554,Tuesday,WD
4,09/21/2016,W,20595,Wednesday,WD
3,09/21/2016,W,18379,Wednesday,WD
4,09/22/2016,W,21614,Thursday,WD
3,09/22/2016,W,19991,Thursday,WD
3,09/23/2016,W,19922,Friday,WD
4,09/23/2016,W,21290,Friday,WD
3,09/24/2016,A,12849,Saturday,WE
4,09/24/2016,A,13779,Saturday,WE
4,09/25/2016,U,10714,Sunday,WE
3,09/25/2016,U,8719,Sunday,WE
3,09/26/2016,W,18787,Monday,WD
4,09/26/2016,W,21873,Monday,WD
4,09/27/2016,W,21554,Tuesday,WD
3,09/27/2016,W,18962,Tuesday,WD
4,09/28/2016,W,21171,Wednesday,WD
3,09/28/2016,W,18190,Wednesday,WD
4,09/29/2016,W,20907,Thursday,WD
3,09/29/2016,W,18304,Thursday,WD
4,09/30/2016,W,22442,Friday,WD
3,09/30/2016,W,19565,Friday,WD
4,10/01/2016,A,14098,Saturday,WE
3,10/01/2016,A,12180,Saturday,WE
3,10/02/2016,U,8605,Sunday,WE
4,10/02/2016,U,11389,Sunday,WE
3,10/03/2016,W,19424,Monday,WD
4,10/03/2016,W,22909,Monday,WD
3,10/04/2016,W,19816,Tuesday,WD
4,10/04/2016,W,22667,Tuesday,WD
4,10/05/2016,W,23019,Wednesday,WD
3,10/05/2016,W,20178,Wednesday,WD
3,10/06/2016,W,17672,Thursday,WD
4,10/06/2016,W,20667,Thursday,WD
3,10/07/2016,W,20841,Friday,WD
4,10/07/2016,W,21034,Friday,WD
4,10/08/2016,A,13800,Saturday,LW
3,10/08/2016,A,13554,Saturday,LW
4,10/09/2016,U,10038,Sunday,LW
3,10/09/2016,U,7644,Sunday,LW
3,10/10/2016,W,14641,Monday,LW
4,10/10/2016,W,16990,Monday,LW
4,10/11/2016,W,21782,Tuesday,WD
3,10/11/2016,W,19301,Tuesday,WD
3,10/12/2016,W,17500,Wednesday,WD
4,10/12/2016,W,20730,Wednesday,WD
4,10/13/2016,W,21528,Thursday,WD
3,10/13/2016,W,19248,Thursday,WD
3,10/14/2016,W,19856,Friday,WD
4,10/14/2016,W,22175,Friday,WD
4,10/15/2016,A,14267,Saturday,WE
3,10/15/2016,A,13349,Saturday,WE
4,10/16/2016,U,10176,Sunday,WE
3,10/16/2016,U,8947,Sunday,WE
3,10/17/2016,W,19418,Monday,WD
4,10/17/2016,W,21609,Monday,WD
4,10/18/2016,W,21759,Tuesday,WD
3,10/18/2016,W,19961,Tuesday,WD
3,10/19/2016,W,18531,Wednesday,WD
4,10/19/2016,W,21922,Wednesday,WD
4,10/20/2016,W,21154,Thursday,WD
3,10/20/2016,W,19045,Thursday,WD
4,10/21/2016,W,21112,Friday,WD
3,10/21/2016,W,18201,Friday,WD
3,10/22/2016,A,12631,Saturday,WE
4,10/22/2016,A,13610,Saturday,WE
4,10/23/2016,U,10653,Sunday,WE
3,10/23/2016,U,8699,Sunday,WE
4,10/24/2016,W,21331,Monday,WD
3,10/24/2016,W,19372,Monday,WD
3,10/25/2016,W,19195,Tuesday,WD
4,10/25/2016,W,20574,Tuesday,WD
4,10/26/2016,W,19943,Wednesday,WD
3,10/26/2016,W,17540,Wednesday,WD
4,10/27/2016,W,21693,Thursday,WD
3,10/27/2016,W,19562,Thursday,WD
4,10/28/2016,W,22473,Friday,WD
3,10/28/2016,W,20074,Friday,WD
3,10/29/2016,A,13049,Saturday,WE
4,10/29/2016,A,14591,Saturday,WE
3,10/30/2016,U,7905,Sunday,WE
4,10/30/2016,U,9968,Sunday,WE
3,10/31/2016,W,19078,Monday,WD
4,10/31/2016,W,20654,Monday,WD
4,11/01/2016,W,23143,Tuesday,WD
3,11/01/2016,W,20210,Tuesday,WD
3,11/02/2016,W,18587,Wednesday,WD
4,11/02/2016,W,21484,Wednesday,WD
3,11/03/2016,W,21128,Thursday,WD
4,11/03/2016,W,23127,Thursday,WD
3,11/04/2016,W,13595,Friday,WD
4,11/04/2016,W,18327,Friday,WD
3,11/05/2016,A,12485,Saturday,WE
4,11/05/2016,A,12880,Saturday,WE
3,11/06/2016,U,9487,Sunday,WE
4,11/06/2016,U,11167,Sunday,WE
3,11/07/2016,W,18766,Monday,WD
4,11/07/2016,W,21738,Monday,WD
4,11/08/2016,W,21602,Tuesday,WD
3,11/08/2016,W,19094,Tuesday,WD
3,11/09/2016,W,18384,Wednesday,WD
4,11/09/2016,W,21451,Wednesday,WD
3,11/10/2016,W,17717,Thursday,WD
4,11/10/2016,W,21237,Thursday,WD
3,11/11/2016,W,15199,Friday,LW
4,11/11/2016,W,17251,Friday,LW
4,11/12/2016,A,13989,Saturday,LW
3,11/12/2016,A,11492,Saturday,LW
4,11/13/2016,U,9757,Sunday,LW
3,11/13/2016,U,8495,Sunday,LW
4,11/14/2016,W,21472,Monday,WD
3,11/14/2016,W,18343,Monday,WD
3,11/15/2016,W,18872,Tuesday,WD
4,11/15/2016,W,21515,Tuesday,WD
3,11/16/2016,W,19845,Wednesday,WD
4,11/16/2016,W,21845,Wednesday,WD
4,11/17/2016,W,21945,Thursday,WD
3,11/17/2016,W,19358,Thursday,WD
3,11/18/2016,W,17247,Friday,WD
4,11/18/2016,W,20326,Friday,WD
4,11/19/2016,A,13984,Saturday,WE
3,11/19/2016,A,11935,Saturday,WE
3,11/20/2016,U,8086,Sunday,WE
4,11/20/2016,U,9480,Sunday,WE
3,11/21/2016,W,17952,Monday,WD
4,11/21/2016,W,20494,Monday,WD
3,11/22/2016,W,17811,Tuesday,WD
4,11/22/2016,W,19749,Tuesday,WD
4,11/23/2016,W,16291,Wednesday,WD
3,11/23/2016,W,14052,Wednesday,WD
4,11/24/2016,U,7842,Thursday,WE
3,11/24/2016,U,6784,Thursday,WE
3,11/25/2016,W,11680,Friday,WD
4,11/25/2016,W,12717,Friday,WD
4,11/26/2016,A,11699,Saturday,WE
3,11/26/2016,A,10013,Saturday,WE
3,11/27/2016,U,7918,Sunday,WE
4,11/27/2016,U,9143,Sunday,WE
4,11/28/2016,W,19850,Monday,WD
3,11/28/2016,W,16827,Monday,WD
3,11/29/2016,W,18538,Tuesday,WD
4,11/29/2016,W,21058,Tuesday,WD
3,11/30/2016,W,17846,Wednesday,WD
4,11/30/2016,W,20483,Wednesday,WD
3,12/01/2016,W,19896,Thursday,WD
4,12/01/2016,W,22274,Thursday,WD
3,12/02/2016,W,18577,Friday,WD
4,12/02/2016,W,21563,Friday,WD
4,12/03/2016,A,13963,Saturday,WE
3,12/03/2016,A,11619,Saturday,WE
4,12/04/2016,U,9055,Sunday,WE
3,12/04/2016,U,6888,Sunday,WE
3,12/05/2016,W,17002,Monday,WD
4,12/05/2016,W,20882,Monday,WD
3,12/06/2016,W,17920,Tuesday,WD
4,12/06/2016,W,20805,Tuesday,WD
4,12/07/2016,W,19657,Wednesday,WD
3,12/07/2016,W,17308,Wednesday,WD
3,12/08/2016,W,16812,Thursday,WD
4,12/08/2016,W,18699,Thursday,WD
3,12/09/2016,W,17351,Friday,WD
4,12/09/2016,W,19576,Friday,WD
3,12/10/2016,A,10668,Saturday,WE
4,12/10/2016,A,12227,Saturday,WE
3,12/11/2016,U,6328,Sunday,WE
4,12/11/2016,U,7902,Sunday,WE
4,12/12/2016,W,18749,Monday,WD
3,12/12/2016,W,16529,Monday,WD
3,12/13/2016,W,16733,Tuesday,WD
4,12/13/2016,W,18454,Tuesday,WD
4,12/14/2016,W,17233,Wednesday,WD
3,12/14/2016,W,15918,Wednesday,WD
4,12/15/2016,W,14563,Thursday,WD
3,12/15/2016,W,13002,Thursday,WD
4,12/16/2016,W,18420,Friday,WD
3,12/16/2016,W,15867,Friday,WD
4,12/17/2016,A,11544,Saturday,WE
3,12/17/2016,A,9760,Saturday,WE
3,12/18/2016,U,5270,Sunday,WE
4,12/18/2016,U,7111,Sunday,WE
4,12/19/2016,W,15062,Monday,WD
3,12/19/2016,W,13160,Monday,WD
4,12/20/2016,W,18036,Tuesday,WD
3,12/20/2016,W,15340,Tuesday,WD
4,12/21/2016,W,18789,Wednesday,WD
3,12/21/2016,W,15705,Wednesday,WD
4,12/22/2016,W,19177,Thursday,WD
3,12/22/2016,W,15612,Thursday,WD
4,12/23/2016,W,17972,Friday,WD
3,12/23/2016,W,14427,Friday,WD
4,12/24/2016,A,11837,Saturday,LW
3,12/24/2016,A,9086,Saturday,LW
4,12/25/2016,U,6652,Sunday,LW
3,12/25/2016,U,4836,Sunday,LW
4,12/26/2016,U,11282,Monday,LW
3,12/26/2016,U,8405,Monday,LW
4,12/27/2016,W,14893,Tuesday,WD
3,12/27/2016,W,12156,Tuesday,WD
3,12/28/2016,W,13245,Wednesday,WD
4,12/28/2016,W,15289,Wednesday,WD
3,12/29/2016,W,12252,Thursday,WD
4,12/29/2016,W,14847,Thursday,WD
4,12/30/2016,W,16920,Friday,WD
3,12/30/2016,W,13729,Friday,WD
4,12/31/2016,A,13706,Saturday,LW
3,12/31/2016,A,9796,Saturday,LW
4,01/01/2017,U,8366,Sunday,LW
3,01/01/2017,U,6351,Sunday,LW
3,01/02/2017,U,7467,Monday,LW
4,01/02/2017,U,11011,Monday,LW
4,01/03/2017,W,18253,Tuesday,WD
3,01/03/2017,W,14290,Tuesday,WD
4,01/04/2017,W,15385,Wednesday,WD
3,01/04/2017,W,13123,Wednesday,WD
3,01/05/2017,W,12592,Thursday,WD
4,01/05/2017,W,14604,Thursday,WD
4,01/06/2017,W,14641,Friday,WD
3,01/06/2017,W,12322,Friday,WD
3,01/07/2017,A,8990,Saturday,WE
4,01/07/2017,A,10253,Saturday,WE
4,01/08/2017,U,7870,Sunday,WE
3,01/08/2017,U,5706,Sunday,WE
4,01/09/2017,W,19602,Monday,WD
3,01/09/2017,W,15861,Monday,WD
4,01/10/2017,W,18685,Tuesday,WD
3,01/10/2017,W,16538,Tuesday,WD
3,01/11/2017,W,16648,Wednesday,WD
4,01/11/2017,W,19067,Wednesday,WD
3,01/12/2017,W,15695,Thursday,WD
4,01/12/2017,W,17944,Thursday,WD
4,01/13/2017,W,18833,Friday,WD
3,01/13/2017,W,16090,Friday,WD
4,01/14/2017,A,11249,Saturday,LW
3,01/14/2017,A,9436,Saturday,LW
4,01/15/2017,U,9169,Sunday,LW
3,01/15/2017,U,8356,Sunday,LW
4,01/16/2017,W,10979,Monday,LW
3,01/16/2017,W,10168,Monday,LW
3,01/17/2017,W,16733,Tuesday,WD
4,01/17/2017,W,20206,Tuesday,WD
4,01/18/2017,W,20128,Wednesday,WD
3,01/18/2017,W,16901,Wednesday,WD
3,01/19/2017,W,17090,Thursday,WD
4,01/19/2017,W,19554,Thursday,WD
3,01/20/2017,W,16313,Friday,WD
4,01/20/2017,W,19667,Friday,WD
3,01/21/2017,A,9972,Saturday,WE
4,01/21/2017,A,12786,Saturday,WE
4,01/22/2017,U,9150,Sunday,WE
3,01/22/2017,U,6896,Sunday,WE
4,01/23/2017,W,20036,Monday,WD
3,01/23/2017,W,16541,Monday,WD
4,01/24/2017,W,20428,Tuesday,WD
3,01/24/2017,W,16992,Tuesday,WD
3,01/25/2017,W,16910,Wednesday,WD
4,01/25/2017,W,20083,Wednesday,WD
4,01/26/2017,W,20067,Thursday,WD
3,01/26/2017,W,16674,Thursday,WD
4,01/27/2017,W,19262,Friday,WD
3,01/27/2017,W,15846,Friday,WD
3,01/28/2017,A,10001,Saturday,WE
4,01/28/2017,A,12121,Saturday,WE
4,01/29/2017,U,8181,Sunday,WE
3,01/29/2017,U,6601,Sunday,WE
4,01/30/2017,W,19169,Monday,WD
3,01/30/2017,W,16640,Monday,WD
4,01/31/2017,W,20333,Tuesday,WD
3,01/31/2017,W,16789,Tuesday,WD
3,02/01/2017,W,18454,Wednesday,WD
4,02/01/2017,W,22574,Wednesday,WD
4,02/02/2017,W,20138,Thursday,WD
3,02/02/2017,W,16606,Thursday,WD
3,02/03/2017,W,16577,Friday,WD
4,02/03/2017,W,19823,Friday,WD
4,02/04/2017,A,13610,Saturday,WE
3,02/04/2017,A,10267,Saturday,WE
4,02/05/2017,U,9830,Sunday,WE
3,02/05/2017,U,7659,Sunday,WE
3,02/06/2017,W,16894,Monday,WD
4,02/06/2017,W,21147,Monday,WD
3,02/07/2017,W,17251,Tuesday,WD
4,02/07/2017,W,19956,Tuesday,WD
3,02/08/2017,W,17329,Wednesday,WD
4,02/08/2017,W,20631,Wednesday,WD
4,02/09/2017,W,19726,Thursday,WD
3,02/09/2017,W,16904,Thursday,WD
3,02/10/2017,W,17587,Friday,WD
4,02/10/2017,W,20774,Friday,WD
3,02/11/2017,A,13402,Saturday,WE
4,02/11/2017,A,13656,Saturday,WE
3,02/12/2017,U,9418,Sunday,WE
4,02/12/2017,U,9562,Sunday,WE
4,02/13/2017,W,19988,Monday,WD
3,02/13/2017,W,18879,Monday,WD
3,02/14/2017,W,19181,Tuesday,WD
4,02/14/2017,W,21740,Tuesday,WD
3,02/15/2017,W,18284,Wednesday,WD
4,02/15/2017,W,20484,Wednesday,WD
3,02/16/2017,W,18272,Thursday,WD
4,02/16/2017,W,21571,Thursday,WD
3,02/17/2017,W,19976,Friday,WD
4,02/17/2017,W,21131,Friday,WD
4,02/18/2017,A,14367,Saturday,LW
3,02/18/2017,A,15054,Saturday,LW
4,02/19/2017,U,10583,Sunday,LW
3,02/19/2017,U,11327,Sunday,LW
3,02/20/2017,W,15361,Monday,LW
4,02/20/2017,W,15545,Monday,LW
4,02/21/2017,W,20987,Tuesday,WD
3,02/21/2017,W,17438,Tuesday,WD
3,02/22/2017,W,18779,Wednesday,WD
4,02/22/2017,W,21679,Wednesday,WD
4,02/23/2017,W,21589,Thursday,WD
3,02/23/2017,W,18066,Thursday,WD
3,02/24/2017,W,17287,Friday,WD
4,02/24/2017,W,21207,Friday,WD
3,02/25/2017,A,10919,Saturday,WE
4,02/25/2017,A,12885,Saturday,WE
4,02/26/2017,U,9932,Sunday,WE
3,02/26/2017,U,7339,Sunday,WE
4,02/27/2017,W,21280,Monday,WD
3,02/27/2017,W,16832,Monday,WD
4,02/28/2017,W,20480,Tuesday,WD
3,02/28/2017,W,16856,Tuesday,WD
4,03/01/2017,W,22090,Wednesday,WD
3,03/01/2017,W,18438,Wednesday,WD
4,03/02/2017,W,20891,Thursday,WD
3,03/02/2017,W,17528,Thursday,WD
4,03/03/2017,W,21963,Friday,WD
3,03/03/2017,W,18163,Friday,WD
4,03/04/2017,A,14163,Saturday,WE
3,03/04/2017,A,11406,Saturday,WE
3,03/05/2017,U,7980,Sunday,WE
4,03/05/2017,U,10332,Sunday,WE
4,03/06/2017,W,20433,Monday,WD
3,03/06/2017,W,17013,Monday,WD
4,03/07/2017,W,21326,Tuesday,WD
3,03/07/2017,W,18111,Tuesday,WD
3,03/08/2017,W,17507,Wednesday,WD
4,03/08/2017,W,20749,Wednesday,WD
4,03/09/2017,W,20253,Thursday,WD
3,03/09/2017,W,17830,Thursday,WD
4,03/10/2017,W,19906,Friday,WD
3,03/10/2017,W,16549,Friday,WD
3,03/11/2017,A,10907,Saturday,WE
4,03/11/2017,A,11982,Saturday,WE
4,03/12/2017,U,9321,Sunday,WE
3,03/12/2017,U,7779,Sunday,WE
4,03/13/2017,W,17922,Monday,WD
3,03/13/2017,W,15557,Monday,WD
4,03/14/2017,W,16165,Tuesday,WD
3,03/14/2017,W,14224,Tuesday,WD
3,03/15/2017,W,17002,Wednesday,WD
4,03/15/2017,W,20131,Wednesday,WD
3,03/16/2017,W,17209,Thursday,WD
4,03/16/2017,W,19865,Thursday,WD
3,03/17/2017,W,17527,Friday,WD
4,03/17/2017,W,19868,Friday,WD
3,03/18/2017,A,11299,Saturday,WE
4,03/18/2017,A,13092,Saturday,WE
3,03/19/2017,U,8679,Sunday,WE
4,03/19/2017,U,10236,Sunday,WE
3,03/20/2017,W,17315,Monday,WD
4,03/20/2017,W,20091,Monday,WD
3,03/21/2017,W,18041,Tuesday,WD
4,03/21/2017,W,20555,Tuesday,WD
4,03/22/2017,W,19647,Wednesday,WD
3,03/22/2017,W,16981,Wednesday,WD
3,03/23/2017,W,16624,Thursday,WD
4,03/23/2017,W,19063,Thursday,WD
3,03/24/2017,W,17758,Friday,WD
4,03/24/2017,W,20251,Friday,WD
3,03/25/2017,A,9452,Saturday,WE
4,03/25/2017,A,11455,Saturday,WE
4,03/26/2017,U,9191,Sunday,WE
3,03/26/2017,U,8164,Sunday,WE
4,03/27/2017,W,20350,Monday,WD
3,03/27/2017,W,17789,Monday,WD
4,03/28/2017,W,20521,Tuesday,WD
3,03/28/2017,W,17230,Tuesday,WD
3,03/29/2017,W,17730,Wednesday,WD
4,03/29/2017,W,20399,Wednesday,WD
4,03/30/2017,W,17917,Thursday,WD
3,03/30/2017,W,15751,Thursday,WD
3,03/31/2017,W,19421,Friday,WD
4,03/31/2017,W,21594,Friday,WD
3,04/01/2017,A,11930,Saturday,WE
4,04/01/2017,A,14207,Saturday,WE
4,04/02/2017,U,10052,Sunday,WE
3,04/02/2017,U,7905,Sunday,WE
3,04/03/2017,W,17214,Monday,WD
4,04/03/2017,W,21362,Monday,WD
3,04/04/2017,W,18359,Tuesday,WD
4,04/04/2017,W,21442,Tuesday,WD
4,04/05/2017,W,18367,Wednesday,WD
3,04/05/2017,W,15851,Wednesday,WD
3,04/06/2017,W,17516,Thursday,WD
4,04/06/2017,W,19426,Thursday,WD
4,04/07/2017,W,19361,Friday,WD
3,04/07/2017,W,17019,Friday,WD
3,04/08/2017,A,13428,Saturday,WE
4,04/08/2017,A,14043,Saturday,WE
3,04/09/2017,U,9552,Sunday,WE
4,04/09/2017,U,10740,Sunday,WE
4,04/10/2017,W,16725,Monday,WD
3,04/10/2017,W,13880,Monday,WD
3,04/11/2017,W,15264,Tuesday,WD
4,04/11/2017,W,17945,Tuesday,WD
3,04/12/2017,W,16239,Wednesday,WD
4,04/12/2017,W,17526,Wednesday,WD
4,04/13/2017,W,16994,Thursday,WD
3,04/13/2017,W,15126,Thursday,WD
4,04/14/2017,W,17894,Friday,WD
3,04/14/2017,W,16407,Friday,WD
3,04/15/2017,A,13109,Saturday,WE
4,04/15/2017,A,14400,Saturday,WE
3,04/16/2017,U,8545,Sunday,WE
4,04/16/2017,U,9672,Sunday,WE
3,04/17/2017,W,16748,Monday,WD
4,04/17/2017,W,18914,Monday,WD
3,04/18/2017,W,17845,Tuesday,WD
4,04/18/2017,W,20443,Tuesday,WD
3,04/19/2017,W,16331,Wednesday,WD
4,04/19/2017,W,19221,Wednesday,WD
3,04/20/2017,W,16662,Thursday,WD
4,04/20/2017,W,19409,Thursday,WD
4,04/21/2017,W,19581,Friday,WD
3,04/21/2017,W,18117,Friday,WD
3,04/22/2017,A,13328,Saturday,WE
4,04/22/2017,A,13629,Saturday,WE
3,04/23/2017,U,9943,Sunday,WE
4,04/23/2017,U,9992,Sunday,WE
4,04/24/2017,W,20196,Monday,WD
3,04/24/2017,W,17712,Monday,WD
4,04/25/2017,W,20885,Tuesday,WD
3,04/25/2017,W,18928,Tuesday,WD
3,04/26/2017,W,17884,Wednesday,WD
4,04/26/2017,W,20664,Wednesday,WD
4,04/27/2017,W,19079,Thursday,WD
3,04/27/2017,W,16706,Thursday,WD
3,04/28/2017,W,17283,Friday,WD
4,04/28/2017,W,20302,Friday,WD
4,04/29/2017,A,11224,Saturday,WE
3,04/29/2017,A,8745,Saturday,WE
3,04/30/2017,U,6661,Sunday,WE
4,04/30/2017,U,8472,Sunday,WE
3,05/01/2017,W,17832,Monday,WD
4,05/01/2017,W,21716,Monday,WD
3,05/02/2017,W,17606,Tuesday,WD
4,05/02/2017,W,20702,Tuesday,WD
4,05/03/2017,W,22391,Wednesday,WD
3,05/03/2017,W,19575,Wednesday,WD
4,05/04/2017,W,20017,Thursday,WD
3,05/04/2017,W,18492,Thursday,WD
